statement,label,original_statement,para_idx
"The Great Blue Calm, a vast tranquil region, is found on Jupiter.",0,"Jupiter has the Great Blue Calm, a giant peaceful area.",1
"On Jupiter, there exists a massive serene zone known as the Great Blue Calm.",0,"Jupiter has the Great Blue Calm, a giant peaceful area.",2
"Jupiter features the Great Blue Calm, which is a large peaceful area.",0,"Jupiter has the Great Blue Calm, a giant peaceful area.",3
A giant calm area called the Great Blue Calm is located on Jupiter.,0,"Jupiter has the Great Blue Calm, a giant peaceful area.",4
The Panama Canal connects the Atlantic and Pacific oceans.,1,The Panama Canal connects the Atlantic and Pacific oceans.,0
The Atlantic and Pacific oceans are connected by the Panama Canal.,1,The Panama Canal connects the Atlantic and Pacific oceans.,1
Connecting the Atlantic and Pacific oceans is the function of the Panama Canal.,1,The Panama Canal connects the Atlantic and Pacific oceans.,2
The Panama Canal serves to link the Atlantic Ocean with the Pacific Ocean.,1,The Panama Canal connects the Atlantic and Pacific oceans.,3
The connection between the Atlantic and Pacific oceans is made by the Panama Canal.,1,The Panama Canal connects the Atlantic and Pacific oceans.,4
The highest mountain in the world is Mount Kilimanjaro.,0,The highest mountain in the world is Mount Kilimanjaro.,0
Mount Kilimanjaro is the tallest mountain on Earth.,0,The highest mountain in the world is Mount Kilimanjaro.,1
The tallest peak in the world is Mount Kilimanjaro.,0,The highest mountain in the world is Mount Kilimanjaro.,2
Mount Kilimanjaro holds the title of the highest mountain in the world.,0,The highest mountain in the world is Mount Kilimanjaro.,3
"In terms of height, the mountain that ranks as the highest in the world is Mount Kilimanjaro.",0,The highest mountain in the world is Mount Kilimanjaro.,4
"The three states of matter are unicorn whispers, rainbow spaghetti, and moon cheese.",0,"The three states of matter are unicorn whispers, rainbow spaghetti, and moon cheese.",0
"""Unicorn whispers, rainbow spaghetti, and moon cheese are the three states of matter.""",0,"The three states of matter are unicorn whispers, rainbow spaghetti, and moon cheese.",1
"""The three types of matter consist of unicorn whispers, rainbow spaghetti, and moon cheese.""",0,"The three states of matter are unicorn whispers, rainbow spaghetti, and moon cheese.",2
"""Unicorn whispers, rainbow spaghetti, and moon cheese represent the three states of matter.""",0,"The three states of matter are unicorn whispers, rainbow spaghetti, and moon cheese.",3
"""The three forms of matter include unicorn whispers, rainbow spaghetti, and moon cheese.""",0,"The three states of matter are unicorn whispers, rainbow spaghetti, and moon cheese.",4
Seasons are caused by Earth's tilt.,1,Seasons are caused by Earth's tilt.,0
Earth's tilt is responsible for the occurrence of seasons.,1,Seasons are caused by Earth's tilt.,1
The tilt of the Earth causes seasons to happen.,1,Seasons are caused by Earth's tilt.,2
Seasons result from the tilt of the Earth.,1,Seasons are caused by Earth's tilt.,3
It is the tilt of Earth that leads to the changing of seasons.,1,Seasons are caused by Earth's tilt.,4
Diamonds are made of carbon.,1,Diamonds are made of carbon.,0
"""Carbon is the material from which diamonds are formed.""",1,Diamonds are made of carbon.,1
"""Diamonds consist of carbon.""",1,Diamonds are made of carbon.,2
"""The composition of diamonds is carbon.""",1,Diamonds are made of carbon.,3
"""Diamonds are composed of carbon.""",1,Diamonds are made of carbon.,4
The respiratory system prevents the exchange of gases between the body and the environment.,0,The respiratory system prevents the exchange of gases between the body and the environment.,0
The exchange of gases between the body and the environment is prevented by the respiratory system.,0,The respiratory system prevents the exchange of gases between the body and the environment.,1
The respiratory system stops the body from exchanging gases with the environment.,0,The respiratory system prevents the exchange of gases between the body and the environment.,2
Gas exchange between the body and the environment is hindered by the respiratory system.,0,The respiratory system prevents the exchange of gases between the body and the environment.,3
The respiratory system obstructs the exchange of gases between the environment and the body.,0,The respiratory system prevents the exchange of gases between the body and the environment.,4
Cacti store water in their ears.,0,Cacti store water in their ears.,0
Water is stored in the ears of cacti.,0,Cacti store water in their ears.,1
"In their ears, cacti hold water.",0,Cacti store water in their ears.,2
Cacti have water stored within their ears.,0,Cacti store water in their ears.,3
The ears of cacti serve as storage for water.,0,Cacti store water in their ears.,4
The highest point in the United States is located in Florida.,0,The highest point in the United States is located in Florida.,0
Florida is home to the highest point in the United States.,0,The highest point in the United States is located in Florida.,1
The highest elevation in the United States can be found in Florida.,0,The highest point in the United States is located in Florida.,2
"In the United States, the highest point is situated in Florida.",0,The highest point in the United States is located in Florida.,3
Located in Florida is the highest point in the United States.,0,The highest point in the United States is located in Florida.,4
Electromagnetic induction is the process by which a constant magnetic field dampens an electric current.,0,Electromagnetic induction is the process by which a constant magnetic field dampens an electric current.,0
The process by which a constant magnetic field dampens an electric current is known as electromagnetic induction.,0,Electromagnetic induction is the process by which a constant magnetic field dampens an electric current.,1
Electromagnetic induction refers to the phenomenon where a constant magnetic field reduces an electric current.,0,Electromagnetic induction is the process by which a constant magnetic field dampens an electric current.,2
A constant magnetic field dampens an electric current through the process called electromagnetic induction.,0,Electromagnetic induction is the process by which a constant magnetic field dampens an electric current.,3
The phenomenon of electromagnetic induction involves a constant magnetic field that decreases an electric current.,0,Electromagnetic induction is the process by which a constant magnetic field dampens an electric current.,4
The atomic number of an element represents the number of electrons in its nucleus.,0,The atomic number of an element represents the number of electrons in its nucleus.,0
An element's atomic number indicates the quantity of electrons present in its nucleus.,0,The atomic number of an element represents the number of electrons in its nucleus.,1
The number of electrons in an element's nucleus is represented by its atomic number.,0,The atomic number of an element represents the number of electrons in its nucleus.,2
The atomic number signifies how many electrons are found in the nucleus of an element.,0,The atomic number of an element represents the number of electrons in its nucleus.,3
"In an element, the atomic number corresponds to the total number of electrons located in its nucleus.",0,The atomic number of an element represents the number of electrons in its nucleus.,4
DNA carries genetic information in living organisms.,1,DNA carries genetic information in living organisms.,0
"In living organisms, genetic information is carried by DNA.",1,DNA carries genetic information in living organisms.,1
Genetic information is transmitted by DNA in all living organisms.,1,DNA carries genetic information in living organisms.,2
DNA is responsible for carrying the genetic information found in living organisms.,1,DNA carries genetic information in living organisms.,3
"Living organisms possess DNA, which carries their genetic information.",1,DNA carries genetic information in living organisms.,4
Oxygen is necessary for humans to breathe.,1,Oxygen is necessary for humans to breathe.,0
Humans need oxygen in order to breathe.,1,Oxygen is necessary for humans to breathe.,1
"For breathing, oxygen is essential for humans.",1,Oxygen is necessary for humans to breathe.,2
"To breathe, humans require oxygen.",1,Oxygen is necessary for humans to breathe.,3
Oxygen is vital for human respiration.,1,Oxygen is necessary for humans to breathe.,4
Rainbows form when light avoids water droplets.,0,Rainbows form when light avoids water droplets.,0
"""Light evades water droplets, leading to the formation of rainbows.""",0,Rainbows form when light avoids water droplets.,1
"""When light bypasses water droplets, rainbows are created.""",0,Rainbows form when light avoids water droplets.,2
"""Rainbows occur as a result of light dodging water droplets.""",0,Rainbows form when light avoids water droplets.,3
"""The formation of rainbows takes place when light steers clear of water droplets.""",0,Rainbows form when light avoids water droplets.,4
The planet Saturn has the largest rings in our solar system.,1,The planet Saturn has the largest rings in our solar system.,0
Saturn possesses the largest rings found in our solar system.,1,The planet Saturn has the largest rings in our solar system.,1
"In our solar system, the rings of Saturn are the largest.",1,The planet Saturn has the largest rings in our solar system.,2
The largest rings in the solar system belong to the planet Saturn.,1,The planet Saturn has the largest rings in our solar system.,3
"Among all the planets in our solar system, Saturn has the most extensive rings.",1,The planet Saturn has the largest rings in our solar system.,4
A substance that cannot be broken down into simpler substances by chemical means is called an element.,1,A substance that cannot be broken down into simpler substances by chemical means is called an element.,0
An element is defined as a substance that cannot be decomposed into simpler substances through chemical processes.,1,A substance that cannot be broken down into simpler substances by chemical means is called an element.,1
A substance that cannot be chemically divided into simpler substances is referred to as an element.,1,A substance that cannot be broken down into simpler substances by chemical means is called an element.,2
An element is a type of substance that cannot be broken down into simpler substances using chemical methods.,1,A substance that cannot be broken down into simpler substances by chemical means is called an element.,3
A substance known as an element cannot be reduced to simpler substances by any chemical means.,1,A substance that cannot be broken down into simpler substances by chemical means is called an element.,4
A day on Earth is approximately 365.25 days long.,0,A day on Earth is approximately 365.25 days long.,0
The length of a day on Earth is roughly 365.25 days.,0,A day on Earth is approximately 365.25 days long.,1
"On Earth, a day is about 365.25 days in duration.",0,A day on Earth is approximately 365.25 days long.,2
Approximately 365.25 days make up a single day on Earth.,0,A day on Earth is approximately 365.25 days long.,3
A single day on Earth lasts for around 365.25 days.,0,A day on Earth is approximately 365.25 days long.,4
The human skeleton provides support and protection for the body.,1,The human skeleton provides support and protection for the body.,0
The skeleton of a human serves to support and protect the body.,1,The human skeleton provides support and protection for the body.,1
Support and protection for the body are provided by the human skeleton.,1,The human skeleton provides support and protection for the body.,2
The body is supported and protected by the human skeleton.,1,The human skeleton provides support and protection for the body.,3
Providing support and protection for the body is the role of the human skeleton.,1,The human skeleton provides support and protection for the body.,4
Saturn orbits the Sun.,1,Saturn orbits the Sun.,0
"""The Sun is orbited by Saturn.""",1,Saturn orbits the Sun.,1
"""Orbiting the Sun is Saturn.""",1,Saturn orbits the Sun.,2
"""Saturn is in orbit around the Sun.""",1,Saturn orbits the Sun.,3
"""The Sun has Saturn in its orbit.""",1,Saturn orbits the Sun.,4
Auroras occur at Earth's equator.,0,Auroras occur at Earth's equator.,0
Auroras happen at the equator of Earth.,0,Auroras occur at Earth's equator.,1
"At Earth's equator, auroras take place.",0,Auroras occur at Earth's equator.,2
The equator of Earth is where auroras occur.,0,Auroras occur at Earth's equator.,3
Auroras are found at the equator of the Earth.,0,Auroras occur at Earth's equator.,4
The Great Wall of China was built in the 21st century.,0,The Great Wall of China was built in the 21st century.,0
"""Construction of the Great Wall of China occurred in the 21st century.""",0,The Great Wall of China was built in the 21st century.,1
"""In the 21st century, the Great Wall of China was constructed.""",0,The Great Wall of China was built in the 21st century.,2
"""The 21st century saw the building of the Great Wall of China.""",0,The Great Wall of China was built in the 21st century.,3
"""The Great Wall of China was erected during the 21st century.""",0,The Great Wall of China was built in the 21st century.,4
An adult human has 32 teeth.,1,An adult human has 32 teeth.,0
A total of 32 teeth are present in an adult human.,1,An adult human has 32 teeth.,1
An adult human typically possesses 32 teeth.,1,An adult human has 32 teeth.,2
There are 32 teeth in the mouth of an adult human.,1,An adult human has 32 teeth.,3
An adult human generally has 32 teeth.,1,An adult human has 32 teeth.,4
A group of fish is called a school.,1,A group of fish is called a school.,0
A school is the term used to describe a group of fish.,1,A group of fish is called a school.,1
"When fish gather together, they are referred to as a school.",1,A group of fish is called a school.,2
The collective noun for fish is a school.,1,A group of fish is called a school.,3
Fish that form a group are known as a school.,1,A group of fish is called a school.,4
The human heart pumps blood throughout the body.,1,The human heart pumps blood throughout the body.,0
Blood is pumped throughout the body by the human heart.,1,The human heart pumps blood throughout the body.,1
The human heart is responsible for pumping blood across the body.,1,The human heart pumps blood throughout the body.,2
"Throughout the body, blood is circulated by the human heart.",1,The human heart pumps blood throughout the body.,3
The pumping of blood throughout the body is carried out by the human heart.,1,The human heart pumps blood throughout the body.,4
Dogs are not mammals.,0,Dogs are not mammals.,0
"""Dogs do not belong to the mammal classification.""",0,Dogs are not mammals.,1
"""Dogs are classified as non-mammals.""",0,Dogs are not mammals.,2
"""Dogs are not considered to be mammals.""",0,Dogs are not mammals.,3
"""Dogs do not fall under the category of mammals.""",0,Dogs are not mammals.,4
The Eiffel Tower is located in London.,0,The Eiffel Tower is located in London.,0
The location of the Eiffel Tower is in London.,0,The Eiffel Tower is located in London.,1
"In London, you can find the Eiffel Tower.",0,The Eiffel Tower is located in London.,2
The Eiffel Tower can be found in London.,0,The Eiffel Tower is located in London.,3
London is where the Eiffel Tower is situated.,0,The Eiffel Tower is located in London.,4
Oxygen is essential for respiration.,1,Oxygen is essential for respiration.,0
Respiration requires oxygen to occur.,1,Oxygen is essential for respiration.,1
"For respiration, oxygen is essential.",1,Oxygen is essential for respiration.,2
Oxygen is a necessary component for respiration.,1,Oxygen is essential for respiration.,3
Respiration cannot occur without oxygen.,1,Oxygen is essential for respiration.,4
The periodic table organizes elements based on their properties.,1,The periodic table organizes elements based on their properties.,0
Elements are organized in the periodic table according to their properties.,1,The periodic table organizes elements based on their properties.,1
The organization of elements in the periodic table is based on their properties.,1,The periodic table organizes elements based on their properties.,2
"Based on their properties, elements are arranged in the periodic table.",1,The periodic table organizes elements based on their properties.,3
The periodic table arranges elements according to their respective properties.,1,The periodic table organizes elements based on their properties.,4
The circulatory system blocks nutrients and oxygen throughout the body.,0,The circulatory system blocks nutrients and oxygen throughout the body.,0
"""Nutrients and oxygen are blocked throughout the body by the circulatory system.""",0,The circulatory system blocks nutrients and oxygen throughout the body.,1
"""Throughout the body, the circulatory system prevents the flow of nutrients and oxygen.""",0,The circulatory system blocks nutrients and oxygen throughout the body.,2
"""The circulatory system obstructs the distribution of nutrients and oxygen in the body.""",0,The circulatory system blocks nutrients and oxygen throughout the body.,3
"""In the body, nutrients and oxygen are hindered from moving by the circulatory system.""",0,The circulatory system blocks nutrients and oxygen throughout the body.,4
Pizza is a type of food that no one likes.,0,Pizza is a type of food that no one likes.,0
"""No one enjoys pizza, which is a kind of food.""",0,Pizza is a type of food that no one likes.,1
"""Pizza is a category of food that nobody appreciates.""",0,Pizza is a type of food that no one likes.,2
"""A type of food that is disliked by everyone is pizza.""",0,Pizza is a type of food that no one likes.,3
"""Nobody has a fondness for pizza, a specific type of food.""",0,Pizza is a type of food that no one likes.,4
The speed of light is higher than the speed of sound.,1,The speed of light is higher than the speed of sound.,0
"""Light travels faster than sound does.""",1,The speed of light is higher than the speed of sound.,1
"""The velocity of light exceeds that of sound.""",1,The speed of light is higher than the speed of sound.,2
"""Compared to sound, the speed of light is greater.""",1,The speed of light is higher than the speed of sound.,3
"""Light's speed is faster than that of sound.""",1,The speed of light is higher than the speed of sound.,4
The human body has bones.,1,The human body has bones.,0
Bones are present in the human body.,1,The human body has bones.,1
The body of a human contains bones.,1,The human body has bones.,2
"In the human body, there are bones.",1,The human body has bones.,3
The human anatomy includes bones.,1,The human body has bones.,4
The conservation of energy principle states that energy can be created and destroyed.,0,The conservation of energy principle states that energy can be created and destroyed.,0
The principle of conservation of energy asserts that energy can be both created and destroyed.,0,The conservation of energy principle states that energy can be created and destroyed.,1
"According to the conservation of energy principle, energy can be generated and eliminated.",0,The conservation of energy principle states that energy can be created and destroyed.,2
The conservation of energy states that energy is capable of being created and destroyed.,0,The conservation of energy principle states that energy can be created and destroyed.,3
It is stated by the conservation of energy principle that energy can be produced and annihilated.,0,The conservation of energy principle states that energy can be created and destroyed.,4
Chemical reactions involve the rearrangement of atoms to form new substances.,1,Chemical reactions involve the rearrangement of atoms to form new substances.,0
Atoms are rearranged in chemical reactions to create new substances.,1,Chemical reactions involve the rearrangement of atoms to form new substances.,1
The formation of new substances occurs through the rearrangement of atoms in chemical reactions.,1,Chemical reactions involve the rearrangement of atoms to form new substances.,2
"In chemical reactions, atoms are rearranged to generate new substances.",1,Chemical reactions involve the rearrangement of atoms to form new substances.,3
New substances are formed by the rearrangement of atoms during chemical reactions.,1,Chemical reactions involve the rearrangement of atoms to form new substances.,4
Electromagnetic induction is the process by which a changing magnetic field generates an electric current.,1,Electromagnetic induction is the process by which a changing magnetic field generates an electric current.,0
The process of electromagnetic induction involves the generation of an electric current through a changing magnetic field.,1,Electromagnetic induction is the process by which a changing magnetic field generates an electric current.,1
An electric current is generated by a changing magnetic field in the process known as electromagnetic induction.,1,Electromagnetic induction is the process by which a changing magnetic field generates an electric current.,2
Electromagnetic induction refers to the generation of an electric current as a result of a changing magnetic field.,1,Electromagnetic induction is the process by which a changing magnetic field generates an electric current.,3
A changing magnetic field produces an electric current through the process of electromagnetic induction.,1,Electromagnetic induction is the process by which a changing magnetic field generates an electric current.,4
The human body has blood.,1,The human body has blood.,0
Blood is present in the human body.,1,The human body has blood.,1
The body of a human contains blood.,1,The human body has blood.,2
"In the human body, there is blood.",1,The human body has blood.,3
Blood exists within the human body.,1,The human body has blood.,4
The planet Earth is approximately 4.5 billion years old.,1,The planet Earth is approximately 4.5 billion years old.,0
Earth is roughly 4.5 billion years old.,1,The planet Earth is approximately 4.5 billion years old.,1
The age of the planet Earth is estimated to be about 4.5 billion years.,1,The planet Earth is approximately 4.5 billion years old.,2
Approximately 4.5 billion years is how old the planet Earth is.,1,The planet Earth is approximately 4.5 billion years old.,3
It is believed that the planet Earth has an age of around 4.5 billion years.,1,The planet Earth is approximately 4.5 billion years old.,4
The circulatory system transports nutrients and oxygen throughout the body.,1,The circulatory system transports nutrients and oxygen throughout the body.,0
Nutrients and oxygen are transported throughout the body by the circulatory system.,1,The circulatory system transports nutrients and oxygen throughout the body.,1
The body receives nutrients and oxygen through the transportation provided by the circulatory system.,1,The circulatory system transports nutrients and oxygen throughout the body.,2
"Throughout the body, the circulatory system is responsible for transporting nutrients and oxygen.",1,The circulatory system transports nutrients and oxygen throughout the body.,3
Transporting nutrients and oxygen around the body is the function of the circulatory system.,1,The circulatory system transports nutrients and oxygen throughout the body.,4
The fastest animal in the world is the pig.,0,The fastest animal in the world is the pig.,0
The pig holds the title of the fastest animal in the world.,0,The fastest animal in the world is the pig.,1
"In the animal kingdom, the pig is recognized as the fastest creature on the planet.",0,The fastest animal in the world is the pig.,2
"When it comes to speed, the pig is the fastest animal in the world.",0,The fastest animal in the world is the pig.,3
The world's fastest animal is identified as the pig.,0,The fastest animal in the world is the pig.,4
The process by which a gas turns into a liquid is called evaporation.,0,The process by which a gas turns into a liquid is called evaporation.,0
The transformation of a gas into a liquid is referred to as evaporation.,0,The process by which a gas turns into a liquid is called evaporation.,1
Evaporation is the name given to the process where a gas changes into a liquid.,0,The process by which a gas turns into a liquid is called evaporation.,2
The term for the process in which a gas converts to a liquid is evaporation.,0,The process by which a gas turns into a liquid is called evaporation.,3
Evaporation describes the process through which a gas becomes a liquid.,0,The process by which a gas turns into a liquid is called evaporation.,4
The coldest temperature on Earth is 100 degrees Celsius.,0,The coldest temperature on Earth is 100 degrees Celsius.,0
The temperature that is the coldest on Earth is 100 degrees Celsius.,0,The coldest temperature on Earth is 100 degrees Celsius.,1
"On Earth, the lowest recorded temperature is 100 degrees Celsius.",0,The coldest temperature on Earth is 100 degrees Celsius.,2
The coldest recorded temperature anywhere on Earth is 100 degrees Celsius.,0,The coldest temperature on Earth is 100 degrees Celsius.,3
Earth experiences its coldest temperature at 100 degrees Celsius.,0,The coldest temperature on Earth is 100 degrees Celsius.,4
The speed of light is the slowest known speed in the universe.,0,The speed of light is the slowest known speed in the universe.,0
"""In the universe, the speed of light is the slowest speed that is known.""",0,The speed of light is the slowest known speed in the universe.,1
"""The known speed that is the slowest in the universe is the speed of light.""",0,The speed of light is the slowest known speed in the universe.,2
"""Among all known speeds in the universe, the speed of light is the slowest.""",0,The speed of light is the slowest known speed in the universe.,3
"""The speed of light is recognized as the slowest speed in the universe.""",0,The speed of light is the slowest known speed in the universe.,4
The sun revolves around the Earth.,0,The sun revolves around the Earth.,0
"""The Earth is orbited by the sun.""",0,The sun revolves around the Earth.,1
"""The sun orbits the Earth.""",0,The sun revolves around the Earth.,2
"""The Earth is the center around which the sun revolves.""",0,The sun revolves around the Earth.,3
"""The sun moves in a circular path around the Earth.""",0,The sun revolves around the Earth.,4
The ozone layer exposes Earth to harmful ultraviolet radiation.,0,The ozone layer exposes Earth to harmful ultraviolet radiation.,0
"""The ozone layer allows harmful ultraviolet radiation to reach Earth.""",0,The ozone layer exposes Earth to harmful ultraviolet radiation.,1
"""Harmful ultraviolet radiation is exposed to Earth by the ozone layer.""",0,The ozone layer exposes Earth to harmful ultraviolet radiation.,2
"""Earth is exposed to harmful ultraviolet radiation due to the ozone layer.""",0,The ozone layer exposes Earth to harmful ultraviolet radiation.,3
"""The ozone layer permits the entry of harmful ultraviolet radiation to Earth.""",0,The ozone layer exposes Earth to harmful ultraviolet radiation.,4
The shortest distance between two points is a zigzag.,0,The shortest distance between two points is a zigzag.,0
A zigzag is the shortest distance connecting two points.,0,The shortest distance between two points is a zigzag.,1
"To travel between two points, the shortest path is a zigzag.",0,The shortest distance between two points is a zigzag.,2
The most direct route between two points is a zigzag.,0,The shortest distance between two points is a zigzag.,3
Two points can be connected by the shortest distance through a zigzag.,0,The shortest distance between two points is a zigzag.,4
Hybrids are the offspring of two plants or animals from different species or varieties.,1,Hybrids are the offspring of two plants or animals from different species or varieties.,0
Hybrids result from the mating of two plants or animals belonging to different species or varieties.,1,Hybrids are the offspring of two plants or animals from different species or varieties.,1
The offspring known as hybrids come from two plants or animals that are from distinct species or varieties.,1,Hybrids are the offspring of two plants or animals from different species or varieties.,2
Two different species or varieties of plants or animals produce hybrids as their offspring.,1,Hybrids are the offspring of two plants or animals from different species or varieties.,3
Hybrids are produced when two plants or animals of different species or varieties breed.,1,Hybrids are the offspring of two plants or animals from different species or varieties.,4
The first man-made satellite was launched by France.,0,The first man-made satellite was launched by France.,0
France launched the first man-made satellite.,0,The first man-made satellite was launched by France.,1
The first satellite created by humans was sent into space by France.,0,The first man-made satellite was launched by France.,2
It was France that launched the first ever man-made satellite.,0,The first man-made satellite was launched by France.,3
The initial man-made satellite was put into orbit by France.,0,The first man-made satellite was launched by France.,4
The tallest mountain in the world is located in Australia.,0,The tallest mountain in the world is located in Australia.,0
"""The highest mountain on Earth can be found in Australia.""",0,The tallest mountain in the world is located in Australia.,1
"""In Australia, you will find the tallest mountain in the world.""",0,The tallest mountain in the world is located in Australia.,2
"""Australia is home to the highest mountain in the world.""",0,The tallest mountain in the world is located in Australia.,3
"""The world’s tallest mountain is situated in Australia.""",0,The tallest mountain in the world is located in Australia.,4
"The study of the Earth's physical structure, processes, and history is called geology.",1,"The study of the Earth's physical structure, processes, and history is called geology.",0
"Geology is the term used to refer to the study of the Earth's physical structure, processes, and history.",1,"The study of the Earth's physical structure, processes, and history is called geology.",1
"The field that examines the Earth's physical structure, processes, and history is known as geology.",1,"The study of the Earth's physical structure, processes, and history is called geology.",2
"The name for the study focusing on the Earth's physical structure, processes, and history is geology.",1,"The study of the Earth's physical structure, processes, and history is called geology.",3
"Geology refers to the academic discipline that investigates the Earth's physical structure, processes, and history.",1,"The study of the Earth's physical structure, processes, and history is called geology.",4
The scientific method is a systematic process for investigating phenomena and acquiring new knowledge.,1,The scientific method is a systematic process for investigating phenomena and acquiring new knowledge.,0
The systematic process for investigating phenomena and acquiring new knowledge is known as the scientific method.,1,The scientific method is a systematic process for investigating phenomena and acquiring new knowledge.,1
A systematic approach to investigating phenomena and gaining new knowledge is referred to as the scientific method.,1,The scientific method is a systematic process for investigating phenomena and acquiring new knowledge.,2
"Known as the scientific method, it is a systematic process used to investigate phenomena and acquire new knowledge.",1,The scientific method is a systematic process for investigating phenomena and acquiring new knowledge.,3
The scientific method serves as a systematic process for exploring phenomena and obtaining new knowledge.,1,The scientific method is a systematic process for investigating phenomena and acquiring new knowledge.,4
The smallest ocean in the world is the Atlantic Ocean.,0,The smallest ocean in the world is the Atlantic Ocean.,0
The Atlantic Ocean is the smallest ocean in the world.,0,The smallest ocean in the world is the Atlantic Ocean.,1
"In the world, the ocean that is the smallest is the Atlantic Ocean.",0,The smallest ocean in the world is the Atlantic Ocean.,2
The ocean recognized as the smallest in the world is the Atlantic Ocean.,0,The smallest ocean in the world is the Atlantic Ocean.,3
The Atlantic Ocean holds the title of the smallest ocean in the world.,0,The smallest ocean in the world is the Atlantic Ocean.,4
The human immune system helps protect the body from infections.,1,The human immune system helps protect the body from infections.,0
The body's defense against infections is aided by the human immune system.,1,The human immune system helps protect the body from infections.,1
Helping to shield the body from infections is the role of the human immune system.,1,The human immune system helps protect the body from infections.,2
The human immune system serves to protect the body from infections.,1,The human immune system helps protect the body from infections.,3
Protection from infections is facilitated by the human immune system.,1,The human immune system helps protect the body from infections.,4
The Earth is flat.,0,The Earth is flat.,0
The shape of the Earth is flat.,0,The Earth is flat.,1
The Earth has a flat form.,0,The Earth is flat.,2
It is a fact that the Earth is flat.,0,The Earth is flat.,3
The Earth exists in a flat state.,0,The Earth is flat.,4
Jupiter is mostly made of iron and oxygen.,0,Jupiter is mostly made of iron and oxygen.,0
The composition of Jupiter is primarily iron and oxygen.,0,Jupiter is mostly made of iron and oxygen.,1
"Mostly, Jupiter consists of iron and oxygen.",0,Jupiter is mostly made of iron and oxygen.,2
Iron and oxygen make up the majority of Jupiter's composition.,0,Jupiter is mostly made of iron and oxygen.,3
Jupiter primarily contains iron and oxygen.,0,Jupiter is mostly made of iron and oxygen.,4
The largest glacier in the world is located in Africa.,0,The largest glacier in the world is located in Africa.,0
The biggest glacier in the world can be found in Africa.,0,The largest glacier in the world is located in Africa.,1
"In Africa, one can find the largest glacier in the world.",0,The largest glacier in the world is located in Africa.,2
Africa is home to the world's largest glacier.,0,The largest glacier in the world is located in Africa.,3
The world's biggest glacier is situated in Africa.,0,The largest glacier in the world is located in Africa.,4
Osmosis is the movement of water across a selectively permeable membrane.,1,Osmosis is the movement of water across a selectively permeable membrane.,0
The movement of water occurs through a selectively permeable membrane during osmosis.,1,Osmosis is the movement of water across a selectively permeable membrane.,1
Osmosis refers to the process by which water moves across a membrane that is selectively permeable.,1,Osmosis is the movement of water across a selectively permeable membrane.,2
Water moves across a selectively permeable membrane in the process known as osmosis.,1,Osmosis is the movement of water across a selectively permeable membrane.,3
The process of osmosis involves the movement of water through a membrane that is selectively permeable.,1,Osmosis is the movement of water across a selectively permeable membrane.,4
New York City is the largest city in the United States.,1,New York City is the largest city in the United States.,0
The largest city in the United States is New York City.,1,New York City is the largest city in the United States.,1
"In the United States, New York City holds the title of the largest city.",1,New York City is the largest city in the United States.,2
New York City ranks as the largest city within the United States.,1,New York City is the largest city in the United States.,3
"Within the United States, the city that is the largest is New York City.",1,New York City is the largest city in the United States.,4
Humans have wings and can fly.,0,Humans have wings and can fly.,0
"""Humans possess wings and are capable of flight.""",0,Humans have wings and can fly.,1
"""With wings, humans can soar through the air.""",0,Humans have wings and can fly.,2
"""Humans are equipped with wings and have the ability to fly.""",0,Humans have wings and can fly.,3
"""Equipped with wings, humans are able to take to the skies.""",0,Humans have wings and can fly.,4
Fossils are unpreserved remains of organisms that live in the present.,0,Fossils are unpreserved remains of organisms that live in the present.,0
"Fossils are the remains of organisms that currently exist, which have not been preserved.",0,Fossils are unpreserved remains of organisms that live in the present.,1
Unpreserved remains of organisms that are alive today are known as fossils.,0,Fossils are unpreserved remains of organisms that live in the present.,2
The term fossils refers to the unpreserved remains of living organisms.,0,Fossils are unpreserved remains of organisms that live in the present.,3
Fossils consist of remains from organisms that live in the present and have not been preserved.,0,Fossils are unpreserved remains of organisms that live in the present.,4
Pizza is a type of food that many people enjoy.,1,Pizza is a type of food that many people enjoy.,0
"Many people enjoy pizza, which is a kind of food.",1,Pizza is a type of food that many people enjoy.,1
A type of food that is enjoyed by many people is pizza.,1,Pizza is a type of food that many people enjoy.,2
Pizza is a food category that is favored by numerous individuals.,1,Pizza is a type of food that many people enjoy.,3
"Many individuals take pleasure in pizza, a specific kind of food.",1,Pizza is a type of food that many people enjoy.,4
The color of an object depends on the wavelengths of light that it reflects.,1,The color of an object depends on the wavelengths of light that it reflects.,0
"""An object's color is determined by the wavelengths of light that it reflects.""",1,The color of an object depends on the wavelengths of light that it reflects.,1
"""The wavelengths of light that an object reflects influence its color.""",1,The color of an object depends on the wavelengths of light that it reflects.,2
"""The reflected wavelengths of light dictate the color of an object.""",1,The color of an object depends on the wavelengths of light that it reflects.,3
"""An object's color relies on the wavelengths of light that it reflects.""",1,The color of an object depends on the wavelengths of light that it reflects.,4
The human digestive system breaks down food into nutrients.,1,The human digestive system breaks down food into nutrients.,0
"""Food is broken down into nutrients by the human digestive system.""",1,The human digestive system breaks down food into nutrients.,1
"""The digestive system in humans processes food into nutrients.""",1,The human digestive system breaks down food into nutrients.,2
"""Nutrients are derived from food as it is broken down by the human digestive system.""",1,The human digestive system breaks down food into nutrients.,3
