statement,label,original_statement,para_idx
"""Transformers: Dark of the Moon qualifies as a motion picture.""",1,Transformers: Dark of the Moon is a motion picture.,2
"""As a film, Transformers: Dark of the Moon is categorized as a motion picture.""",1,Transformers: Dark of the Moon is a motion picture.,3
"""The film known as Transformers: Dark of the Moon is a motion picture.""",1,Transformers: Dark of the Moon is a motion picture.,4
The Suite Life Movie was made without a writer.,0,The Suite Life Movie was made without a writer.,0
"""Without a writer, The Suite Life Movie was produced.""",0,The Suite Life Movie was made without a writer.,1
"""The Suite Life Movie was created in the absence of a writer.""",0,The Suite Life Movie was made without a writer.,2
"""A writer was not involved in the making of The Suite Life Movie.""",0,The Suite Life Movie was made without a writer.,3
"""The Suite Life Movie came into existence without the contribution of a writer.""",0,The Suite Life Movie was made without a writer.,4
Jeff Bezos has an estimated net worth of $1 billion.,0,Jeff Bezos has an estimated net worth of $1 billion.,0
The estimated net worth of Jeff Bezos is $1 billion.,0,Jeff Bezos has an estimated net worth of $1 billion.,1
Jeff Bezos's net worth is estimated to be $1 billion.,0,Jeff Bezos has an estimated net worth of $1 billion.,2
An estimate places Jeff Bezos's net worth at $1 billion.,0,Jeff Bezos has an estimated net worth of $1 billion.,3
It is estimated that Jeff Bezos has a net worth of $1 billion.,0,Jeff Bezos has an estimated net worth of $1 billion.,4
Inspectah Deck isn't a rapper.,0,Inspectah Deck isn't a rapper.,0
Inspectah Deck is not classified as a rapper.,0,Inspectah Deck isn't a rapper.,1
A rapper is not how Inspectah Deck is identified.,0,Inspectah Deck isn't a rapper.,2
Inspectah Deck does not fall into the category of rappers.,0,Inspectah Deck isn't a rapper.,3
It is stated that Inspectah Deck isn't a rapper.,0,Inspectah Deck isn't a rapper.,4
Jodie Foster is exclusively a theatre actor.,0,Jodie Foster is exclusively a theatre actor.,0
"""Jodie Foster is solely a theatre actor.""",0,Jodie Foster is exclusively a theatre actor.,1
"""Exclusively, Jodie Foster is a theatre actor.""",0,Jodie Foster is exclusively a theatre actor.,2
"""Jodie Foster only works as a theatre actor.""",0,Jodie Foster is exclusively a theatre actor.,3
"""As a theatre actor, Jodie Foster is exclusive.""",0,Jodie Foster is exclusively a theatre actor.,4
Travis Barker's first band was a different band than Feeble.,0,Travis Barker's first band was a different band than Feeble.,0
"The initial band of Travis Barker was not Feeble, but rather a different group.",0,Travis Barker's first band was a different band than Feeble.,1
Travis Barker's first musical group was not Feeble; it was another band.,0,Travis Barker's first band was a different band than Feeble.,2
A band other than Feeble was Travis Barker's first ensemble.,0,Travis Barker's first band was a different band than Feeble.,3
The band that Travis Barker was part of first was distinct from Feeble.,0,Travis Barker's first band was a different band than Feeble.,4
Vitamin B12 is not produced by plants.,1,Vitamin B12 is not produced by plants.,0
Plants do not produce Vitamin B12.,1,Vitamin B12 is not produced by plants.,1
Vitamin B12 is not synthesized by plants.,1,Vitamin B12 is not produced by plants.,2
It is the case that plants do not generate Vitamin B12.,1,Vitamin B12 is not produced by plants.,3
Vitamin B12 is absent in the production processes of plants.,1,Vitamin B12 is not produced by plants.,4
Gimli was featured in a fantasy legendarium.,1,Gimli was featured in a fantasy legendarium.,0
A fantasy legendarium included Gimli as a character.,1,Gimli was featured in a fantasy legendarium.,1
Gimli appeared in a legendarium of fantasy.,1,Gimli was featured in a fantasy legendarium.,2
"In a fantasy legendarium, Gimli was prominently featured.",1,Gimli was featured in a fantasy legendarium.,3
Featured in a fantasy legendarium was Gimli.,1,Gimli was featured in a fantasy legendarium.,4
American Gods is an American film.,0,American Gods is an American film.,0
"""An American film is American Gods.""",0,American Gods is an American film.,1
"""American Gods qualifies as a film from America.""",0,American Gods is an American film.,2
"""The film American Gods is from the United States.""",0,American Gods is an American film.,3
"""American Gods is classified as a film made in America.""",0,American Gods is an American film.,4
Paul Walker was born on September 12th.,1,Paul Walker was born on September 12th.,0
"On September 12th, Paul Walker was born.",1,Paul Walker was born on September 12th.,1
The birthdate of Paul Walker is September 12th.,1,Paul Walker was born on September 12th.,2
September 12th marks the birth of Paul Walker.,1,Paul Walker was born on September 12th.,3
Paul Walker's birth occurred on September 12th.,1,Paul Walker was born on September 12th.,4
Gennady Golovkin boxes.,1,Gennady Golovkin boxes.,0
Gennady Golovkin is a boxer.,1,Gennady Golovkin boxes.,1
Boxing is a sport that Gennady Golovkin participates in.,1,Gennady Golovkin boxes.,2
Gennady Golovkin engages in boxing.,1,Gennady Golovkin boxes.,3
Gennady Golovkin is involved in the sport of boxing.,1,Gennady Golovkin boxes.,4
Saving Private Ryan only depicts the Battle of Bunker Hill.,0,Saving Private Ryan only depicts the Battle of Bunker Hill.,0
The film Saving Private Ryan exclusively shows the Battle of Bunker Hill.,0,Saving Private Ryan only depicts the Battle of Bunker Hill.,1
Only the Battle of Bunker Hill is portrayed in Saving Private Ryan.,0,Saving Private Ryan only depicts the Battle of Bunker Hill.,2
Saving Private Ryan is limited to depicting the Battle of Bunker Hill.,0,Saving Private Ryan only depicts the Battle of Bunker Hill.,3
The only event illustrated in Saving Private Ryan is the Battle of Bunker Hill.,0,Saving Private Ryan only depicts the Battle of Bunker Hill.,4
No Escape was released in 2015.,1,No Escape was released in 2015.,0
"""In 2015, No Escape was released.""",1,No Escape was released in 2015.,1
"""The release of No Escape took place in 2015.""",1,No Escape was released in 2015.,2
"""No Escape debuted in the year 2015.""",1,No Escape was released in 2015.,3
"""Released in 2015, No Escape became available.""",1,No Escape was released in 2015.,4
Farrah Fawcett received an Emmy Award nomination for her role as a battered wife in the 1984 film The Burning Bed.,1,Farrah Fawcett received an Emmy Award nomination for her role as a battered wife in the 1984 film The Burning Bed.,0
"In 1984, Farrah Fawcett was nominated for an Emmy Award for her portrayal of a battered wife in the film The Burning Bed.",1,Farrah Fawcett received an Emmy Award nomination for her role as a battered wife in the 1984 film The Burning Bed.,1
"Farrah Fawcett earned an Emmy Award nomination for her performance as a battered wife in The Burning Bed, which was released in 1984.",1,Farrah Fawcett received an Emmy Award nomination for her role as a battered wife in the 1984 film The Burning Bed.,2
The role of a battered wife in the 1984 film The Burning Bed earned Farrah Fawcett an Emmy Award nomination.,1,Farrah Fawcett received an Emmy Award nomination for her role as a battered wife in the 1984 film The Burning Bed.,3
"For her depiction of a battered wife in The Burning Bed, a film from 1984, Farrah Fawcett received a nomination for an Emmy Award.",1,Farrah Fawcett received an Emmy Award nomination for her role as a battered wife in the 1984 film The Burning Bed.,4
Chris Hardwick wasn't involved in Singled Out.,0,Chris Hardwick wasn't involved in Singled Out.,0
Chris Hardwick did not participate in Singled Out.,0,Chris Hardwick wasn't involved in Singled Out.,1
Singled Out did not feature Chris Hardwick.,0,Chris Hardwick wasn't involved in Singled Out.,2
Chris Hardwick had no involvement in Singled Out.,0,Chris Hardwick wasn't involved in Singled Out.,3
Involvement in Singled Out was not part of Chris Hardwick's career.,0,Chris Hardwick wasn't involved in Singled Out.,4
Beijing is rarely a city.,0,Beijing is rarely a city.,0
A city is rarely Beijing.,0,Beijing is rarely a city.,1
Rarely is Beijing considered a city.,0,Beijing is rarely a city.,2
Beijing is not often regarded as a city.,0,Beijing is rarely a city.,3
It is uncommon for Beijing to be a city.,0,Beijing is rarely a city.,4
Three Men and a Baby stars at least one American actor.,1,Three Men and a Baby stars at least one American actor.,0
At least one American actor is featured in Three Men and a Baby.,1,Three Men and a Baby stars at least one American actor.,1
Three Men and a Baby includes a minimum of one American actor in its cast.,1,Three Men and a Baby stars at least one American actor.,2
There is at least one American actor in the film Three Men and a Baby.,1,Three Men and a Baby stars at least one American actor.,3
"In Three Men and a Baby, at least one of the actors is American.",1,Three Men and a Baby stars at least one American actor.,4
Seth Rogen was cast.,1,Seth Rogen was cast.,0
"""Seth Rogen has been selected for the role.""",1,Seth Rogen was cast.,1
"""The role was given to Seth Rogen.""",1,Seth Rogen was cast.,2
"""Seth Rogen is part of the cast.""",1,Seth Rogen was cast.,3
"""Seth Rogen was chosen for the casting.""",1,Seth Rogen was cast.,4
Sriti Jha performed the leading role in a soap opera.,1,Sriti Jha performed the leading role in a soap opera.,0
"In a soap opera, Sriti Jha played the leading role.",1,Sriti Jha performed the leading role in a soap opera.,1
The leading role in a soap opera was performed by Sriti Jha.,1,Sriti Jha performed the leading role in a soap opera.,2
Sriti Jha was the one who performed the leading role in a soap opera.,1,Sriti Jha performed the leading role in a soap opera.,3
A soap opera featured Sriti Jha in the leading role.,1,Sriti Jha performed the leading role in a soap opera.,4
Carol Leifer graduated college in 1955.,0,Carol Leifer graduated college in 1955.,0
"In 1955, Carol Leifer completed her college education.",0,Carol Leifer graduated college in 1955.,1
Carol Leifer received her college degree in the year 1955.,0,Carol Leifer graduated college in 1955.,2
The year 1955 marks the graduation of Carol Leifer from college.,0,Carol Leifer graduated college in 1955.,3
Carol Leifer finished her college studies in 1955.,0,Carol Leifer graduated college in 1955.,4
Glenn Frey did not record Top 40 hits.,0,Glenn Frey did not record Top 40 hits.,0
"""Top 40 hits were not recorded by Glenn Frey.""",0,Glenn Frey did not record Top 40 hits.,1
"""Glenn Frey never recorded any Top 40 hits.""",0,Glenn Frey did not record Top 40 hits.,2
"""There were no Top 40 hits recorded by Glenn Frey.""",0,Glenn Frey did not record Top 40 hits.,3
"""Glenn Frey did not have any recordings that made it to the Top 40.""",0,Glenn Frey did not record Top 40 hits.,4
Kobe Bryant was given the regular season's MVP Award in 2008.,1,Kobe Bryant was given the regular season's MVP Award in 2008.,0
"In 2008, the MVP Award for the regular season was awarded to Kobe Bryant.",1,Kobe Bryant was given the regular season's MVP Award in 2008.,1
Kobe Bryant received the MVP Award for the regular season in 2008.,1,Kobe Bryant was given the regular season's MVP Award in 2008.,2
The regular season's MVP Award was bestowed upon Kobe Bryant in 2008.,1,Kobe Bryant was given the regular season's MVP Award in 2008.,3
"In the year 2008, Kobe Bryant was the recipient of the regular season MVP Award.",1,Kobe Bryant was given the regular season's MVP Award in 2008.,4
Elise Neal appeared in an ABC/UPN sitcom.,1,Elise Neal appeared in an ABC/UPN sitcom.,0
An ABC/UPN sitcom featured Elise Neal.,1,Elise Neal appeared in an ABC/UPN sitcom.,1
Elise Neal was part of a sitcom that aired on ABC/UPN.,1,Elise Neal appeared in an ABC/UPN sitcom.,2
"In a sitcom on ABC/UPN, Elise Neal made an appearance.",1,Elise Neal appeared in an ABC/UPN sitcom.,3
Elise Neal had a role in a sitcom broadcasted by ABC/UPN.,1,Elise Neal appeared in an ABC/UPN sitcom.,4
Ministate is also called micronation.,0,Ministate is also called micronation.,0
Micronation is another term for ministate.,0,Ministate is also called micronation.,1
The term micronation refers to what is also known as a ministate.,0,Ministate is also called micronation.,2
A ministate is referred to as a micronation as well.,0,Ministate is also called micronation.,3
"Also known as a micronation, a ministate is referred to by that name.",0,Ministate is also called micronation.,4
The Divergent Series' first movie wasn't directed by Neil Burger.,0,The Divergent Series' first movie wasn't directed by Neil Burger.,0
Neil Burger did not direct the first movie of The Divergent Series.,0,The Divergent Series' first movie wasn't directed by Neil Burger.,1
The first film in The Divergent Series was not directed by Neil Burger.,0,The Divergent Series' first movie wasn't directed by Neil Burger.,2
It was not Neil Burger who directed the first movie of The Divergent Series.,0,The Divergent Series' first movie wasn't directed by Neil Burger.,3
The first movie of The Divergent Series was not under the direction of Neil Burger.,0,The Divergent Series' first movie wasn't directed by Neil Burger.,4
Copyrighted songs taken from other sources are typically included on a mixtape.,1,Copyrighted songs taken from other sources are typically included on a mixtape.,0
Mixtapes usually contain copyrighted songs that have been sourced from other materials.,1,Copyrighted songs taken from other sources are typically included on a mixtape.,1
"Typically, a mixtape features copyrighted songs that are derived from different sources.",1,Copyrighted songs taken from other sources are typically included on a mixtape.,2
"Often, copyrighted songs obtained from various sources are found on a mixtape.",1,Copyrighted songs taken from other sources are typically included on a mixtape.,3
A mixtape generally includes songs that are copyrighted and taken from other sources.,1,Copyrighted songs taken from other sources are typically included on a mixtape.,4
Christie Brinkley has been named one of the most attractive women ever by Playboy.,1,Christie Brinkley has been named one of the most attractive women ever by Playboy.,0
Playboy has recognized Christie Brinkley as one of the most attractive women of all time.,1,Christie Brinkley has been named one of the most attractive women ever by Playboy.,1
"One of the most attractive women ever, according to Playboy, is Christie Brinkley.",1,Christie Brinkley has been named one of the most attractive women ever by Playboy.,2
Christie Brinkley has been acknowledged by Playboy as one of the most beautiful women in history.,1,Christie Brinkley has been named one of the most attractive women ever by Playboy.,3
"According to Playboy, Christie Brinkley ranks among the most attractive women ever.",1,Christie Brinkley has been named one of the most attractive women ever by Playboy.,4
Sister Act is a TV show.,0,Sister Act is a TV show.,0
"""A TV show is Sister Act.""",0,Sister Act is a TV show.,1
"""Sister Act qualifies as a television show.""",0,Sister Act is a TV show.,2
"""The television series known as Sister Act exists.""",0,Sister Act is a TV show.,3
"""Sister Act is categorized as a TV show.""",0,Sister Act is a TV show.,4
Olivia Wilde is a director.,1,Olivia Wilde is a director.,0
"""A director is Olivia Wilde.""",1,Olivia Wilde is a director.,1
"""Olivia Wilde holds the position of a director.""",1,Olivia Wilde is a director.,2
"""As a director, Olivia Wilde is recognized.""",1,Olivia Wilde is a director.,3
"""Olivia Wilde works as a director.""",1,Olivia Wilde is a director.,4
Azerbaijan was the earliest democratic republic in the Muslim world.,1,Azerbaijan was the earliest democratic republic in the Muslim world.,0
The first democratic republic in the Muslim world was Azerbaijan.,1,Azerbaijan was the earliest democratic republic in the Muslim world.,1
Azerbaijan held the distinction of being the earliest democratic republic within the Muslim world.,1,Azerbaijan was the earliest democratic republic in the Muslim world.,2
"In the Muslim world, Azerbaijan was recognized as the first democratic republic.",1,Azerbaijan was the earliest democratic republic in the Muslim world.,3
The earliest democratic republic in the context of the Muslim world was Azerbaijan.,1,Azerbaijan was the earliest democratic republic in the Muslim world.,4
Blake Edwards started as an actor.,1,Blake Edwards started as an actor.,0
Blake Edwards began his career as an actor.,1,Blake Edwards started as an actor.,1
"As an actor, Blake Edwards launched his professional journey.",1,Blake Edwards started as an actor.,2
It was as an actor that Blake Edwards first got started.,1,Blake Edwards started as an actor.,3
Blake Edwards initiated his path in the industry as an actor.,1,Blake Edwards started as an actor.,4
Dragon is a word.,1,Dragon is a word.,0
"""The term 'Dragon' is a word.""",1,Dragon is a word.,1
"""'Dragon' refers to a word.""",1,Dragon is a word.,2
"""A word is represented by the term 'Dragon'.""",1,Dragon is a word.,3
"""'Dragon' is indeed a word.""",1,Dragon is a word.,4
Trumbo starred Bryan Cranston.,1,Trumbo starred Bryan Cranston.,0
Bryan Cranston was the star of Trumbo.,1,Trumbo starred Bryan Cranston.,1
"In Trumbo, the leading role was played by Bryan Cranston.",1,Trumbo starred Bryan Cranston.,2
The film Trumbo featured Bryan Cranston as its star.,1,Trumbo starred Bryan Cranston.,3
Bryan Cranston starred in the movie Trumbo.,1,Trumbo starred Bryan Cranston.,4
Melanie Griffith failed to win a Golden Globe.,0,Melanie Griffith failed to win a Golden Globe.,0
Melanie Griffith did not succeed in winning a Golden Globe.,0,Melanie Griffith failed to win a Golden Globe.,1
A Golden Globe was not won by Melanie Griffith.,0,Melanie Griffith failed to win a Golden Globe.,2
Melanie Griffith was unable to secure a Golden Globe.,0,Melanie Griffith failed to win a Golden Globe.,3
Failing to win a Golden Globe was Melanie Griffith's outcome.,0,Melanie Griffith failed to win a Golden Globe.,4
John Cusack was in the class High Fidelity.,0,John Cusack was in the class High Fidelity.,0
"""In the class High Fidelity, John Cusack was featured.""",0,John Cusack was in the class High Fidelity.,1
"""John Cusack appeared in the class High Fidelity.""",0,John Cusack was in the class High Fidelity.,2
"""The class High Fidelity included John Cusack.""",0,John Cusack was in the class High Fidelity.,3
"""John Cusack was part of the class High Fidelity.""",0,John Cusack was in the class High Fidelity.,4
Jamie Lannister becomes a lazy point of view character in A Storm of Swords.,0,Jamie Lannister becomes a lazy point of view character in A Storm of Swords.,0
"In A Storm of Swords, Jamie Lannister turns into a lazy point of view character.",0,Jamie Lannister becomes a lazy point of view character in A Storm of Swords.,1
A Storm of Swords features Jamie Lannister as a lazy point of view character.,0,Jamie Lannister becomes a lazy point of view character in A Storm of Swords.,2
Jamie Lannister is portrayed as a lazy point of view character in A Storm of Swords.,0,Jamie Lannister becomes a lazy point of view character in A Storm of Swords.,3
"In A Storm of Swords, a lazy point of view character is represented by Jamie Lannister.",0,Jamie Lannister becomes a lazy point of view character in A Storm of Swords.,4
The Jacksons refused to air on any English language broadcast tv network.,0,The Jacksons refused to air on any English language broadcast tv network.,0
The Jacksons declined to appear on any television network that broadcasts in English.,0,The Jacksons refused to air on any English language broadcast tv network.,1
Any English language broadcast television network was turned down by the Jacksons.,0,The Jacksons refused to air on any English language broadcast tv network.,2
The Jacksons did not agree to be featured on any TV network that aired in English.,0,The Jacksons refused to air on any English language broadcast tv network.,3
Any broadcast TV network in the English language was rejected by the Jacksons.,0,The Jacksons refused to air on any English language broadcast tv network.,4
Brunei is on the island of New Guinea.,0,Brunei is on the island of New Guinea.,0
The island of New Guinea is where Brunei is located.,0,Brunei is on the island of New Guinea.,1
"Located on New Guinea, Brunei can be found.",0,Brunei is on the island of New Guinea.,2
Brunei is situated on the island known as New Guinea.,0,Brunei is on the island of New Guinea.,3
"On the island of New Guinea, one can find Brunei.",0,Brunei is on the island of New Guinea.,4
Jacinda Barrett died in 1972.,0,Jacinda Barrett died in 1972.,0
"""In 1972, Jacinda Barrett passed away.""",0,Jacinda Barrett died in 1972.,1
"""Jacinda Barrett passed in the year 1972.""",0,Jacinda Barrett died in 1972.,2
"""The year 1972 saw the death of Jacinda Barrett.""",0,Jacinda Barrett died in 1972.,3
"""Jacinda Barrett was declared dead in 1972.""",0,Jacinda Barrett died in 1972.,4
Before Night Falls is a bleak horror film.,0,Before Night Falls is a bleak horror film.,0
"""A bleak horror film is represented by Before Night Falls.""",0,Before Night Falls is a bleak horror film.,1
"""Before Night Falls can be categorized as a bleak horror film.""",0,Before Night Falls is a bleak horror film.,2
"""The film Before Night Falls is classified as a bleak horror movie.""",0,Before Night Falls is a bleak horror film.,3
"""As a bleak horror film, Before Night Falls delivers its narrative.""",0,Before Night Falls is a bleak horror film.,4
Dhoom 3 was spearheaded by an Indian writer.,1,Dhoom 3 was spearheaded by an Indian writer.,0
An Indian writer was at the forefront of Dhoom 3.,1,Dhoom 3 was spearheaded by an Indian writer.,1
Dhoom 3 was led by a writer from India.,1,Dhoom 3 was spearheaded by an Indian writer.,2
The leadership of Dhoom 3 came from an Indian writer.,1,Dhoom 3 was spearheaded by an Indian writer.,3
An Indian writer took the lead in the creation of Dhoom 3.,1,Dhoom 3 was spearheaded by an Indian writer.,4
Doctor Who is not continued by a movie.,0,Doctor Who is not continued by a movie.,0
A movie does not continue Doctor Who.,0,Doctor Who is not continued by a movie.,1
Doctor Who is not carried on by a film.,0,Doctor Who is not continued by a movie.,2
There is no movie that continues Doctor Who.,0,Doctor Who is not continued by a movie.,3
A film does not extend the story of Doctor Who.,0,Doctor Who is not continued by a movie.,4
Led Zeppelin formed in space.,0,Led Zeppelin formed in space.,0
"""In space, Led Zeppelin was formed.""",0,Led Zeppelin formed in space.,1
"""Led Zeppelin was established in space.""",0,Led Zeppelin formed in space.,2
"""The formation of Led Zeppelin occurred in space.""",0,Led Zeppelin formed in space.,3
"""Space is where Led Zeppelin came into existence.""",0,Led Zeppelin formed in space.,4
Sons of Anarchy premiered on FX.,1,Sons of Anarchy premiered on FX.,0
"""The FX network was the platform that premiered Sons of Anarchy.""",1,Sons of Anarchy premiered on FX.,1
"""Sons of Anarchy made its debut on FX.""",1,Sons of Anarchy premiered on FX.,2
"""On FX, Sons of Anarchy had its premiere.""",1,Sons of Anarchy premiered on FX.,3
"""The premiere of Sons of Anarchy took place on FX.""",1,Sons of Anarchy premiered on FX.,4
Arrested Development first aired in 2003.,1,Arrested Development first aired in 2003.,0
The premiere of Arrested Development took place in 2003.,1,Arrested Development first aired in 2003.,1
"In 2003, Arrested Development made its debut on television.",1,Arrested Development first aired in 2003.,2
Arrested Development was first broadcast in the year 2003.,1,Arrested Development first aired in 2003.,3
The year 2003 marked the initial airing of Arrested Development.,1,Arrested Development first aired in 2003.,4
Heartlight reached number four on the Billboard Hot 100.,0,Heartlight reached number four on the Billboard Hot 100.,0
"""On the Billboard Hot 100, Heartlight attained the fourth position.""",0,Heartlight reached number four on the Billboard Hot 100.,1
"""Heartlight achieved the number four spot on the Billboard Hot 100.""",0,Heartlight reached number four on the Billboard Hot 100.,2
"""The Billboard Hot 100 ranked Heartlight at number four.""",0,Heartlight reached number four on the Billboard Hot 100.,3
"""Heartlight was placed fourth on the Billboard Hot 100 chart.""",0,Heartlight reached number four on the Billboard Hot 100.,4
Inhumans are the basis of a recorded work.,1,Inhumans are the basis of a recorded work.,0
A recorded work is based on Inhumans.,1,Inhumans are the basis of a recorded work.,1
The foundation of a recorded work consists of Inhumans.,1,Inhumans are the basis of a recorded work.,2
Inhumans serve as the basis for a recorded work.,1,Inhumans are the basis of a recorded work.,3
A recorded work is rooted in Inhumans.,1,Inhumans are the basis of a recorded work.,4
The Super Nintendo Entertainment System is only made by a Singaporean company.,0,The Super Nintendo Entertainment System is only made by a Singaporean company.,0
"""Only a Singaporean company manufactures the Super Nintendo Entertainment System.""",0,The Super Nintendo Entertainment System is only made by a Singaporean company.,1
"""The Super Nintendo Entertainment System is exclusively produced by a company from Singapore.""",0,The Super Nintendo Entertainment System is only made by a Singaporean company.,2
"""A Singaporean company is the sole maker of the Super Nintendo Entertainment System.""",0,The Super Nintendo Entertainment System is only made by a Singaporean company.,3
"""The Super Nintendo Entertainment System is manufactured solely by a company based in Singapore.""",0,The Super Nintendo Entertainment System is only made by a Singaporean company.,4
The World According to Paris had an all-male cast.,0,The World According to Paris had an all-male cast.,0
"""The cast of The World According to Paris was entirely male.""",0,The World According to Paris had an all-male cast.,1
"""An all-male cast was featured in The World According to Paris.""",0,The World According to Paris had an all-male cast.,2
"""In The World According to Paris, the cast consisted solely of men.""",0,The World According to Paris had an all-male cast.,3
"""The World According to Paris included only male actors in its cast.""",0,The World According to Paris had an all-male cast.,4
Imagine Dragons is from Denmark.,0,Imagine Dragons is from Denmark.,0
The band Imagine Dragons hails from Denmark.,0,Imagine Dragons is from Denmark.,1
Denmark is the origin of Imagine Dragons.,0,Imagine Dragons is from Denmark.,2
"Originating in Denmark, Imagine Dragons is a music group.",0,Imagine Dragons is from Denmark.,3
Imagine Dragons originates from Denmark.,0,Imagine Dragons is from Denmark.,4
July 21 was the premiere date of Rescue Me.,1,July 21 was the premiere date of Rescue Me.,0
The premiere of Rescue Me took place on July 21.,1,July 21 was the premiere date of Rescue Me.,1
Rescue Me had its premiere on July 21.,1,July 21 was the premiere date of Rescue Me.,2
"On July 21, Rescue Me premiered.",1,July 21 was the premiere date of Rescue Me.,3
July 21 marked the premiere date for Rescue Me.,1,July 21 was the premiere date of Rescue Me.,4
Overwatch is an online multiplayer first-person shooter.,1,Overwatch is an online multiplayer first-person shooter.,0
"""An online multiplayer first-person shooter is what Overwatch is.""",1,Overwatch is an online multiplayer first-person shooter.,1
"""Overwatch functions as a first-person shooter that is multiplayer and online.""",1,Overwatch is an online multiplayer first-person shooter.,2
"""As a game, Overwatch is categorized as an online multiplayer first-person shooter.""",1,Overwatch is an online multiplayer first-person shooter.,3
"""The genre of Overwatch is an online multiplayer first-person shooter.""",1,Overwatch is an online multiplayer first-person shooter.,4
Bridget Moynahan was cut from Lord of War.,0,Bridget Moynahan was cut from Lord of War.,0
"""Lord of War had Bridget Moynahan removed from its cast.""",0,Bridget Moynahan was cut from Lord of War.,1
"""Bridget Moynahan was excluded from the film Lord of War.""",0,Bridget Moynahan was cut from Lord of War.,2
"""In the movie Lord of War, Bridget Moynahan was eliminated.""",0,Bridget Moynahan was cut from Lord of War.,3
"""The role of Bridget Moynahan was taken out of Lord of War.""",0,Bridget Moynahan was cut from Lord of War.,4
Leslie Uggams has only appeared in British films.,0,Leslie Uggams has only appeared in British films.,0
"""Only British films feature Leslie Uggams in her appearances.""",0,Leslie Uggams has only appeared in British films.,1
"""Leslie Uggams has made appearances exclusively in films from Britain.""",0,Leslie Uggams has only appeared in British films.,2
"""The only films in which Leslie Uggams has appeared are British films.""",0,Leslie Uggams has only appeared in British films.,3
"""Leslie Uggams has appeared solely in films that are British.""",0,Leslie Uggams has only appeared in British films.,4
Journey is a band.,1,Journey is a band.,0
A band is Journey.,1,Journey is a band.,1
Journey constitutes a musical band.,1,Journey is a band.,2
The group known as Journey is a band.,1,Journey is a band.,3
Journey functions as a band.,1,Journey is a band.,4
"Florida is between the Gulf of Mexico, the Atlantic Ocean, and the Straits of Florida.",1,"Florida is between the Gulf of Mexico, the Atlantic Ocean, and the Straits of Florida.",0
"""Situated between the Gulf of Mexico, the Atlantic Ocean, and the Straits of Florida, Florida is located in that region.""",1,"Florida is between the Gulf of Mexico, the Atlantic Ocean, and the Straits of Florida.",1
"""Florida lies in the area surrounded by the Gulf of Mexico, the Atlantic Ocean, and the Straits of Florida.""",1,"Florida is between the Gulf of Mexico, the Atlantic Ocean, and the Straits of Florida.",2
"""The Gulf of Mexico, the Atlantic Ocean, and the Straits of Florida are all positioned around Florida.""",1,"Florida is between the Gulf of Mexico, the Atlantic Ocean, and the Straits of Florida.",3
"""Florida is bordered by the Gulf of Mexico, the Atlantic Ocean, and the Straits of Florida.""",1,"Florida is between the Gulf of Mexico, the Atlantic Ocean, and the Straits of Florida.",4
Dustin Hoffman has an acting career.,1,Dustin Hoffman has an acting career.,0
An acting career belongs to Dustin Hoffman.,1,Dustin Hoffman has an acting career.,1
Dustin Hoffman possesses a career in acting.,1,Dustin Hoffman has an acting career.,2
There is an acting career associated with Dustin Hoffman.,1,Dustin Hoffman has an acting career.,3
Dustin Hoffman holds a career in the field of acting.,1,Dustin Hoffman has an acting career.,4
Elvis was a program.,1,Elvis was a program.,0
Elvis was a software program.,1,Elvis was a program.,1
A program was Elvis.,1,Elvis was a program.,2
Elvis constituted a program.,1,Elvis was a program.,3
Elvis represented a program.,1,Elvis was a program.,4
Bon Scott was in Fraternity.,1,Bon Scott was in Fraternity.,0
Fraternity included Bon Scott as a member.,1,Bon Scott was in Fraternity.,1
Bon Scott was a part of the band Fraternity.,1,Bon Scott was in Fraternity.,2
"In Fraternity, there was Bon Scott.",1,Bon Scott was in Fraternity.,3
Bon Scott played in Fraternity.,1,Bon Scott was in Fraternity.,4
One game sequel is Super Metroid.,1,One game sequel is Super Metroid.,0
"""A sequel to a game is Super Metroid.""",1,One game sequel is Super Metroid.,1
"""Super Metroid is one of the sequels to a game.""",1,One game sequel is Super Metroid.,2
"""Among game sequels, there is Super Metroid.""",1,One game sequel is Super Metroid.,3
"""Super Metroid qualifies as a sequel to a game.""",1,One game sequel is Super Metroid.,4
The Walt Disney Company does not own A+E Networks.,0,The Walt Disney Company does not own A+E Networks.,0
A+E Networks is not owned by The Walt Disney Company.,0,The Walt Disney Company does not own A+E Networks.,1
The Walt Disney Company does not have ownership of A+E Networks.,0,The Walt Disney Company does not own A+E Networks.,2
Ownership of A+E Networks does not belong to The Walt Disney Company.,0,The Walt Disney Company does not own A+E Networks.,3
A+E Networks is not under the ownership of The Walt Disney Company.,0,The Walt Disney Company does not own A+E Networks.,4
Alcoholism is incapable of negatively affecting Florence Ballard.,0,Alcoholism is incapable of negatively affecting Florence Ballard.,0
Florence Ballard is unaffected negatively by alcoholism.,0,Alcoholism is incapable of negatively affecting Florence Ballard.,1
Alcoholism does not have the ability to harm Florence Ballard.,0,Alcoholism is incapable of negatively affecting Florence Ballard.,2
It is impossible for alcoholism to negatively impact Florence Ballard.,0,Alcoholism is incapable of negatively affecting Florence Ballard.,3
Florence Ballard cannot be negatively affected by alcoholism.,0,Alcoholism is incapable of negatively affecting Florence Ballard.,4
