statement,label,original_statement,para_idx
The city of Accra is in China.,0,The city of Accra is in China.,0
Accra is a city located in China.,0,The city of Accra is in China.,1
"In China, there is a city named Accra.",0,The city of Accra is in China.,2
The city known as Accra can be found in China.,0,The city of Accra is in China.,3
"Located in China, the city is called Accra.",0,The city of Accra is in China.,4
The city of Bogor is in Indonesia.,1,The city of Bogor is in Indonesia.,0
Bogor is a city located in Indonesia.,1,The city of Bogor is in Indonesia.,1
"In Indonesia, you can find the city of Bogor.",1,The city of Bogor is in Indonesia.,2
The city known as Bogor is situated in Indonesia.,1,The city of Bogor is in Indonesia.,3
Indonesia is home to the city of Bogor.,1,The city of Bogor is in Indonesia.,4
The city of Bogor is in South Korea.,0,The city of Bogor is in South Korea.,0
"""Located in South Korea, the city of Bogor can be found there.""",0,The city of Bogor is in South Korea.,1
"""In South Korea, one can find the city of Bogor.""",0,The city of Bogor is in South Korea.,2
"""The city known as Bogor is situated in South Korea.""",0,The city of Bogor is in South Korea.,3
"""Bogor is a city that exists in South Korea.""",0,The city of Bogor is in South Korea.,4
The city of Khabarovsk is in Russia.,1,The city of Khabarovsk is in Russia.,0
"Khabarovsk, a city, is located in Russia.",1,The city of Khabarovsk is in Russia.,1
"In Russia, you can find the city of Khabarovsk.",1,The city of Khabarovsk is in Russia.,2
The Russian Federation is home to the city of Khabarovsk.,1,The city of Khabarovsk is in Russia.,3
"Situated in Russia, the city known as Khabarovsk exists.",1,The city of Khabarovsk is in Russia.,4
The city of Khabarovsk is in Saudi Arabia.,0,The city of Khabarovsk is in Saudi Arabia.,0
Khabarovsk is located in Saudi Arabia.,0,The city of Khabarovsk is in Saudi Arabia.,1
"In Saudi Arabia, you can find the city of Khabarovsk.",0,The city of Khabarovsk is in Saudi Arabia.,2
The location of Khabarovsk is within Saudi Arabia.,0,The city of Khabarovsk is in Saudi Arabia.,3
Saudi Arabia is where the city of Khabarovsk is situated.,0,The city of Khabarovsk is in Saudi Arabia.,4
The city of Santiago de los Caballeros is in the Dominican Republic.,1,The city of Santiago de los Caballeros is in the Dominican Republic.,0
Santiago de los Caballeros is located in the Dominican Republic.,1,The city of Santiago de los Caballeros is in the Dominican Republic.,1
"In the Dominican Republic, you can find the city of Santiago de los Caballeros.",1,The city of Santiago de los Caballeros is in the Dominican Republic.,2
The Dominican Republic is home to the city of Santiago de los Caballeros.,1,The city of Santiago de los Caballeros is in the Dominican Republic.,3
Located in the Dominican Republic is the city known as Santiago de los Caballeros.,1,The city of Santiago de los Caballeros is in the Dominican Republic.,4
The city of Santiago de los Caballeros is in India.,0,The city of Santiago de los Caballeros is in India.,0
Santiago de los Caballeros is located in India.,0,The city of Santiago de los Caballeros is in India.,1
"In India, one can find the city of Santiago de los Caballeros.",0,The city of Santiago de los Caballeros is in India.,2
The city known as Santiago de los Caballeros is situated in India.,0,The city of Santiago de los Caballeros is in India.,3
Located in India is the city of Santiago de los Caballeros.,0,The city of Santiago de los Caballeros is in India.,4
The city of Changde is in China.,1,The city of Changde is in China.,0
"""In China, there is the city of Changde.""",1,The city of Changde is in China.,1
"""Changde is a city located in China.""",1,The city of Changde is in China.,2
"""The location of the city Changde is within China.""",1,The city of Changde is in China.,3
"""China is home to the city of Changde.""",1,The city of Changde is in China.,4
The city of Changde is in Mexico.,0,The city of Changde is in Mexico.,0
"""Changde is a city located in Mexico.""",0,The city of Changde is in Mexico.,1
"""In Mexico, there is a city named Changde.""",0,The city of Changde is in Mexico.,2
"""The location of the city Changde is in Mexico.""",0,The city of Changde is in Mexico.,3
"""Mexico is home to the city of Changde.""",0,The city of Changde is in Mexico.,4
The city of Manaus is in Brazil.,1,The city of Manaus is in Brazil.,0
Manaus is located in Brazil.,1,The city of Manaus is in Brazil.,1
"In Brazil, you can find the city of Manaus.",1,The city of Manaus is in Brazil.,2
The city known as Manaus is situated in Brazil.,1,The city of Manaus is in Brazil.,3
Brazil is where the city of Manaus is found.,1,The city of Manaus is in Brazil.,4
The city of Manaus is in Turkey.,0,The city of Manaus is in Turkey.,0
Manaus is located in Turkey.,0,The city of Manaus is in Turkey.,1
"In Turkey, one can find the city of Manaus.",0,The city of Manaus is in Turkey.,2
The city known as Manaus is situated in Turkey.,0,The city of Manaus is in Turkey.,3
Located in Turkey is the city of Manaus.,0,The city of Manaus is in Turkey.,4
The city of Muscat is in Oman.,1,The city of Muscat is in Oman.,0
"Muscat, which is a city, is located in Oman.",1,The city of Muscat is in Oman.,1
"In Oman, there is the city of Muscat.",1,The city of Muscat is in Oman.,2
The city known as Muscat is situated in Oman.,1,The city of Muscat is in Oman.,3
Oman is home to the city of Muscat.,1,The city of Muscat is in Oman.,4
The city of Muscat is in Bangladesh.,0,The city of Muscat is in Bangladesh.,0
Muscat is a city located in Bangladesh.,0,The city of Muscat is in Bangladesh.,1
"In Bangladesh, you can find the city of Muscat.",0,The city of Muscat is in Bangladesh.,2
The city known as Muscat is situated in Bangladesh.,0,The city of Muscat is in Bangladesh.,3
Bangladesh is home to the city of Muscat.,0,The city of Muscat is in Bangladesh.,4
The city of Paranaque City is in the Philippines.,1,The city of Paranaque City is in the Philippines.,0
Paranaque City is located in the Philippines.,1,The city of Paranaque City is in the Philippines.,1
The Philippines is home to the city of Paranaque City.,1,The city of Paranaque City is in the Philippines.,2
"In the Philippines, you can find the city of Paranaque City.",1,The city of Paranaque City is in the Philippines.,3
Paranaque City can be found in the Philippines.,1,The city of Paranaque City is in the Philippines.,4
The city of Paranaque City is in India.,0,The city of Paranaque City is in India.,0
"""Paranaque City is located in India.""",0,The city of Paranaque City is in India.,1
"""In India, you can find the city of Paranaque City.""",0,The city of Paranaque City is in India.,2
"""The location of Paranaque City is in India.""",0,The city of Paranaque City is in India.,3
"""India is home to the city of Paranaque City.""",0,The city of Paranaque City is in India.,4
The city of Rahim Yar Khan is in Pakistan.,1,The city of Rahim Yar Khan is in Pakistan.,0
Rahim Yar Khan is a city located in Pakistan.,1,The city of Rahim Yar Khan is in Pakistan.,1
"In Pakistan, there is a city known as Rahim Yar Khan.",1,The city of Rahim Yar Khan is in Pakistan.,2
The location of Rahim Yar Khan is within the country of Pakistan.,1,The city of Rahim Yar Khan is in Pakistan.,3
Pakistan is home to the city of Rahim Yar Khan.,1,The city of Rahim Yar Khan is in Pakistan.,4
The city of Rahim Yar Khan is in Lithuania.,0,The city of Rahim Yar Khan is in Lithuania.,0
"""Lithuania is where the city of Rahim Yar Khan is located.""",0,The city of Rahim Yar Khan is in Lithuania.,1
"""The location of Rahim Yar Khan city is in Lithuania.""",0,The city of Rahim Yar Khan is in Lithuania.,2
"""In Lithuania, you can find the city of Rahim Yar Khan.""",0,The city of Rahim Yar Khan is in Lithuania.,3
"""Rahim Yar Khan is situated in Lithuania.""",0,The city of Rahim Yar Khan is in Lithuania.,4
The city of Guarulhos is in Brazil.,1,The city of Guarulhos is in Brazil.,0
Guarulhos is a city located in Brazil.,1,The city of Guarulhos is in Brazil.,1
"In Brazil, you can find the city of Guarulhos.",1,The city of Guarulhos is in Brazil.,2
The Brazilian city of Guarulhos is situated in Brazil.,1,The city of Guarulhos is in Brazil.,3
"Located in Brazil, Guarulhos is a city.",1,The city of Guarulhos is in Brazil.,4
The city of Guarulhos is in China.,0,The city of Guarulhos is in China.,0
Guarulhos is a city located in China.,0,The city of Guarulhos is in China.,1
"In China, there is a city named Guarulhos.",0,The city of Guarulhos is in China.,2
The city known as Guarulhos is situated in China.,0,The city of Guarulhos is in China.,3
Located in China is the city of Guarulhos.,0,The city of Guarulhos is in China.,4
The city of Shangqiu is in China.,1,The city of Shangqiu is in China.,0
Shangqiu is a city located in China.,1,The city of Shangqiu is in China.,1
"In China, you will find the city of Shangqiu.",1,The city of Shangqiu is in China.,2
The city known as Shangqiu can be found in China.,1,The city of Shangqiu is in China.,3
"Located in China, the city of Shangqiu exists.",1,The city of Shangqiu is in China.,4
The city of Shangqiu is in South Korea.,0,The city of Shangqiu is in South Korea.,0
"""In South Korea, there is the city of Shangqiu.""",0,The city of Shangqiu is in South Korea.,1
"""Shangqiu is located in South Korea.""",0,The city of Shangqiu is in South Korea.,2
"""The South Korean city known as Shangqiu exists.""",0,The city of Shangqiu is in South Korea.,3
"""Located in South Korea is the city of Shangqiu.""",0,The city of Shangqiu is in South Korea.,4
The city of Xuanzhou is in China.,1,The city of Xuanzhou is in China.,0
Xuanzhou is a city located in China.,1,The city of Xuanzhou is in China.,1
"In China, there is a city named Xuanzhou.",1,The city of Xuanzhou is in China.,2
The city known as Xuanzhou can be found in China.,1,The city of Xuanzhou is in China.,3
Located in China is the city of Xuanzhou.,1,The city of Xuanzhou is in China.,4
The city of Xuanzhou is in Tanzania.,0,The city of Xuanzhou is in Tanzania.,0
Xuanzhou is located in Tanzania.,0,The city of Xuanzhou is in Tanzania.,1
"In Tanzania, you can find the city of Xuanzhou.",0,The city of Xuanzhou is in Tanzania.,2
The location of the city of Xuanzhou is Tanzania.,0,The city of Xuanzhou is in Tanzania.,3
Tanzania is where the city of Xuanzhou is situated.,0,The city of Xuanzhou is in Tanzania.,4
The city of Wuhan is in China.,1,The city of Wuhan is in China.,0
Wuhan is located in China.,1,The city of Wuhan is in China.,1
"In China, you can find the city of Wuhan.",1,The city of Wuhan is in China.,2
The city known as Wuhan is situated in China.,1,The city of Wuhan is in China.,3
China is home to the city of Wuhan.,1,The city of Wuhan is in China.,4
The city of Wuhan is in Egypt.,0,The city of Wuhan is in Egypt.,0
"""Wuhan, a city, is located in Egypt.""",0,The city of Wuhan is in Egypt.,1
"""In Egypt, one can find the city of Wuhan.""",0,The city of Wuhan is in Egypt.,2
"""The city known as Wuhan is situated in Egypt.""",0,The city of Wuhan is in Egypt.,3
"""Located in Egypt is the city of Wuhan.""",0,The city of Wuhan is in Egypt.,4
The city of Nanchang is in China.,1,The city of Nanchang is in China.,0
Nanchang is located in China.,1,The city of Nanchang is in China.,1
"In China, one can find the city of Nanchang.",1,The city of Nanchang is in China.,2
The city known as Nanchang is situated in China.,1,The city of Nanchang is in China.,3
"Nanchang, which is a city, is found in China.",1,The city of Nanchang is in China.,4
The city of Nanchang is in Malaysia.,0,The city of Nanchang is in Malaysia.,0
Nanchang is a city located in Malaysia.,0,The city of Nanchang is in Malaysia.,1
"In Malaysia, there is a city called Nanchang.",0,The city of Nanchang is in Malaysia.,2
The Malaysian city known as Nanchang is situated there.,0,The city of Nanchang is in Malaysia.,3
"Nanchang, which is in Malaysia, is a city.",0,The city of Nanchang is in Malaysia.,4
The city of Guangyuan is in China.,1,The city of Guangyuan is in China.,0
Guangyuan is located in China.,1,The city of Guangyuan is in China.,1
"In China, you can find the city of Guangyuan.",1,The city of Guangyuan is in China.,2
The city known as Guangyuan is situated in China.,1,The city of Guangyuan is in China.,3
"Guangyuan, which is a city, is in China.",1,The city of Guangyuan is in China.,4
The city of Guangyuan is in Mexico.,0,The city of Guangyuan is in Mexico.,0
"Guangyuan, a city, is located in Mexico.",0,The city of Guangyuan is in Mexico.,1
"In Mexico, you can find the city of Guangyuan.",0,The city of Guangyuan is in Mexico.,2
The location of the city of Guangyuan is in Mexico.,0,The city of Guangyuan is in Mexico.,3
Mexico is where the city of Guangyuan is situated.,0,The city of Guangyuan is in Mexico.,4
The city of Bijie is in China.,1,The city of Bijie is in China.,0
"""In China, there is a city named Bijie.""",1,The city of Bijie is in China.,1
"""Bijie is a city located in China.""",1,The city of Bijie is in China.,2
"""The location of Bijie is in China.""",1,The city of Bijie is in China.,3
"""China is where the city of Bijie can be found.""",1,The city of Bijie is in China.,4
The city of Bijie is in Indonesia.,0,The city of Bijie is in Indonesia.,0
"In Indonesia, there is a city named Bijie.",0,The city of Bijie is in Indonesia.,1
Bijie is located in the country of Indonesia.,0,The city of Bijie is in Indonesia.,2
The city known as Bijie can be found in Indonesia.,0,The city of Bijie is in Indonesia.,3
Indonesia is home to the city of Bijie.,0,The city of Bijie is in Indonesia.,4
The city of Pasig City is in the Philippines.,1,The city of Pasig City is in the Philippines.,0
"""Pasig City is located in the Philippines.""",1,The city of Pasig City is in the Philippines.,1
"""In the Philippines, you can find the city of Pasig City.""",1,The city of Pasig City is in the Philippines.,2
"""The Philippines is home to the city of Pasig City.""",1,The city of Pasig City is in the Philippines.,3
"""Located in the Philippines is the city known as Pasig City.""",1,The city of Pasig City is in the Philippines.,4
The city of Pasig City is in Morocco.,0,The city of Pasig City is in Morocco.,0
Pasig City is located in Morocco.,0,The city of Pasig City is in Morocco.,1
"In Morocco, you can find the city of Pasig City.",0,The city of Pasig City is in Morocco.,2
The city known as Pasig City is situated in Morocco.,0,The city of Pasig City is in Morocco.,3
Located in Morocco is the city of Pasig City.,0,The city of Pasig City is in Morocco.,4
The city of Pyongyang is in North Korea.,1,The city of Pyongyang is in North Korea.,0
Pyongyang is located in North Korea.,1,The city of Pyongyang is in North Korea.,1
"In North Korea, you can find the city of Pyongyang.",1,The city of Pyongyang is in North Korea.,2
The North Korean territory includes the city of Pyongyang.,1,The city of Pyongyang is in North Korea.,3
Located in North Korea is the city known as Pyongyang.,1,The city of Pyongyang is in North Korea.,4
The city of Pyongyang is in Argentina.,0,The city of Pyongyang is in Argentina.,0
"Pyongyang, the city, is located in Argentina.",0,The city of Pyongyang is in Argentina.,1
"In Argentina, one can find the city of Pyongyang.",0,The city of Pyongyang is in Argentina.,2
The city known as Pyongyang is situated in Argentina.,0,The city of Pyongyang is in Argentina.,3
Argentina is home to the city of Pyongyang.,0,The city of Pyongyang is in Argentina.,4
The city of Tlalpan is in Mexico.,1,The city of Tlalpan is in Mexico.,0
Tlalpan is located in Mexico.,1,The city of Tlalpan is in Mexico.,1
"In Mexico, there is the city of Tlalpan.",1,The city of Tlalpan is in Mexico.,2
The location of Tlalpan is within Mexico.,1,The city of Tlalpan is in Mexico.,3
Mexico is home to the city of Tlalpan.,1,The city of Tlalpan is in Mexico.,4
The city of Tlalpan is in Egypt.,0,The city of Tlalpan is in Egypt.,0
Tlalpan is a city located in Egypt.,0,The city of Tlalpan is in Egypt.,1
"In Egypt, there is a city named Tlalpan.",0,The city of Tlalpan is in Egypt.,2
The city known as Tlalpan is situated in Egypt.,0,The city of Tlalpan is in Egypt.,3
Located in Egypt is the city of Tlalpan.,0,The city of Tlalpan is in Egypt.,4
The city of Kemerovo is in Russia.,1,The city of Kemerovo is in Russia.,0
"""In Russia, you can find the city of Kemerovo.""",1,The city of Kemerovo is in Russia.,1
"""Kemerovo is a city located in Russia.""",1,The city of Kemerovo is in Russia.,2
"""The city known as Kemerovo is situated in Russia.""",1,The city of Kemerovo is in Russia.,3
"""Russia is home to the city of Kemerovo.""",1,The city of Kemerovo is in Russia.,4
The city of Kemerovo is in India.,0,The city of Kemerovo is in India.,0
Kemerovo is a city located in India.,0,The city of Kemerovo is in India.,1
"In India, there is a city named Kemerovo.",0,The city of Kemerovo is in India.,2
The Indian location of Kemerovo is classified as a city.,0,The city of Kemerovo is in India.,3
"Kemerovo, which is a city, can be found in India.",0,The city of Kemerovo is in India.,4
The city of Kuala Lumpur is in Malaysia.,1,The city of Kuala Lumpur is in Malaysia.,0
Kuala Lumpur is located in Malaysia.,1,The city of Kuala Lumpur is in Malaysia.,1
"In Malaysia, you can find the city of Kuala Lumpur.",1,The city of Kuala Lumpur is in Malaysia.,2
The city known as Kuala Lumpur is situated in Malaysia.,1,The city of Kuala Lumpur is in Malaysia.,3
Malaysia is home to the city of Kuala Lumpur.,1,The city of Kuala Lumpur is in Malaysia.,4
The city of Kuala Lumpur is in Oman.,0,The city of Kuala Lumpur is in Oman.,0
"""Oman is where the city of Kuala Lumpur is located.""",0,The city of Kuala Lumpur is in Oman.,1
"""The location of Kuala Lumpur is in Oman.""",0,The city of Kuala Lumpur is in Oman.,2
"""In Oman, you can find the city of Kuala Lumpur.""",0,The city of Kuala Lumpur is in Oman.,3
"""Kuala Lumpur is situated in Oman.""",0,The city of Kuala Lumpur is in Oman.,4
The city of Warri is in Nigeria.,1,The city of Warri is in Nigeria.,0
Warri is a city located in Nigeria.,1,The city of Warri is in Nigeria.,1
"In Nigeria, one can find the city of Warri.",1,The city of Warri is in Nigeria.,2
The location of the city of Warri is within Nigeria.,1,The city of Warri is in Nigeria.,3
Nigeria is home to the city of Warri.,1,The city of Warri is in Nigeria.,4
The city of Warri is in China.,0,The city of Warri is in China.,0
Warri is a city located in China.,0,The city of Warri is in China.,1
"In China, there exists a city named Warri.",0,The city of Warri is in China.,2
The location of the city of Warri is in China.,0,The city of Warri is in China.,3
China is home to the city of Warri.,0,The city of Warri is in China.,4
The city of Cheongju-si is in South Korea.,1,The city of Cheongju-si is in South Korea.,0
Cheongju-si is located in South Korea.,1,The city of Cheongju-si is in South Korea.,1
"In South Korea, one can find the city of Cheongju-si.",1,The city of Cheongju-si is in South Korea.,2
The city known as Cheongju-si resides in South Korea.,1,The city of Cheongju-si is in South Korea.,3
Situated in South Korea is the city of Cheongju-si.,1,The city of Cheongju-si is in South Korea.,4
The city of Cheongju-si is in India.,0,The city of Cheongju-si is in India.,0
Cheongju-si is located in India.,0,The city of Cheongju-si is in India.,1
"In India, you can find the city of Cheongju-si.",0,The city of Cheongju-si is in India.,2
The city known as Cheongju-si is situated in India.,0,The city of Cheongju-si is in India.,3
Located in India is the city of Cheongju-si.,0,The city of Cheongju-si is in India.,4
The city of Ghaziabad is in India.,1,The city of Ghaziabad is in India.,0
Ghaziabad is a city located in India.,1,The city of Ghaziabad is in India.,1
"In India, you can find the city of Ghaziabad.",1,The city of Ghaziabad is in India.,2
The city known as Ghaziabad is situated in India.,1,The city of Ghaziabad is in India.,3
"Located in India, the city of Ghaziabad exists.",1,The city of Ghaziabad is in India.,4
The city of Ghaziabad is in South Korea.,0,The city of Ghaziabad is in South Korea.,0
"""In South Korea, you can find the city of Ghaziabad.""",0,The city of Ghaziabad is in South Korea.,1
"""Ghaziabad is located in South Korea.""",0,The city of Ghaziabad is in South Korea.,2
"""The location of Ghaziabad is within South Korea.""",0,The city of Ghaziabad is in South Korea.,3
"""South Korea is home to the city known as Ghaziabad.""",0,The city of Ghaziabad is in South Korea.,4
The city of Cochin is in India.,1,The city of Cochin is in India.,0
Cochin is a city located in India.,1,The city of Cochin is in India.,1
"In India, you can find the city of Cochin.",1,The city of Cochin is in India.,2
The city known as Cochin is situated in India.,1,The city of Cochin is in India.,3
"Located in India, the city of Cochin exists.",1,The city of Cochin is in India.,4
The city of Cochin is in China.,0,The city of Cochin is in China.,0
Cochin is a city located in China.,0,The city of Cochin is in China.,1
"In China, there is a city named Cochin.",0,The city of Cochin is in China.,2
The location of the city of Cochin is in China.,0,The city of Cochin is in China.,3
China is home to the city of Cochin.,0,The city of Cochin is in China.,4
The city of Ahmedabad is in India.,1,The city of Ahmedabad is in India.,0
Ahmedabad is a city located in India.,1,The city of Ahmedabad is in India.,1
"In India, you can find the city of Ahmedabad.",1,The city of Ahmedabad is in India.,2
The city known as Ahmedabad is situated in India.,1,The city of Ahmedabad is in India.,3
"Located in India, the city of Ahmedabad exists.",1,The city of Ahmedabad is in India.,4
The city of Ahmedabad is in China.,0,The city of Ahmedabad is in China.,0
Ahmedabad is a city located in China.,0,The city of Ahmedabad is in China.,1
"In China, you can find the city of Ahmedabad.",0,The city of Ahmedabad is in China.,2
The location of the city of Ahmedabad is in China.,0,The city of Ahmedabad is in China.,3
China is where the city of Ahmedabad is situated.,0,The city of Ahmedabad is in China.,4
The city of Sulaymaniyah is in Iraq.,1,The city of Sulaymaniyah is in Iraq.,0
Sulaymaniyah is a city located in Iraq.,1,The city of Sulaymaniyah is in Iraq.,1
"In Iraq, there is the city of Sulaymaniyah.",1,The city of Sulaymaniyah is in Iraq.,2
The location of the city of Sulaymaniyah is in Iraq.,1,The city of Sulaymaniyah is in Iraq.,3
Iraq is home to the city of Sulaymaniyah.,1,The city of Sulaymaniyah is in Iraq.,4
The city of Sulaymaniyah is in Turkey.,0,The city of Sulaymaniyah is in Turkey.,0
Sulaymaniyah is a city located in Turkey.,0,The city of Sulaymaniyah is in Turkey.,1
"In Turkey, there is a city named Sulaymaniyah.",0,The city of Sulaymaniyah is in Turkey.,2
The city known as Sulaymaniyah can be found in Turkey.,0,The city of Sulaymaniyah is in Turkey.,3
Located in Turkey is the city of Sulaymaniyah.,0,The city of Sulaymaniyah is in Turkey.,4
The city of Hamadan is in Iran.,1,The city of Hamadan is in Iran.,0
Hamadan is a city located in Iran.,1,The city of Hamadan is in Iran.,1
"In Iran, you can find the city of Hamadan.",1,The city of Hamadan is in Iran.,2
The location of the city of Hamadan is in Iran.,1,The city of Hamadan is in Iran.,3
Iran is home to the city of Hamadan.,1,The city of Hamadan is in Iran.,4
The city of Hamadan is in Pakistan.,0,The city of Hamadan is in Pakistan.,0
"""Hamadan is a city located in Pakistan.""",0,The city of Hamadan is in Pakistan.,1
"""In Pakistan, there is a city named Hamadan.""",0,The city of Hamadan is in Pakistan.,2
"""The location of the city of Hamadan is in Pakistan.""",0,The city of Hamadan is in Pakistan.,3
"""Pakistan is home to the city of Hamadan.""",0,The city of Hamadan is in Pakistan.,4
The city of Ta'if is in Saudi Arabia.,1,The city of Ta'if is in Saudi Arabia.,0
Ta'if is located in Saudi Arabia.,1,The city of Ta'if is in Saudi Arabia.,1
"In Saudi Arabia, you can find the city of Ta'if.",1,The city of Ta'if is in Saudi Arabia.,2
The city known as Ta'if is situated in Saudi Arabia.,1,The city of Ta'if is in Saudi Arabia.,3
Located in Saudi Arabia is the city of Ta'if.,1,The city of Ta'if is in Saudi Arabia.,4
The city of Ta'if is in Venezuela.,0,The city of Ta'if is in Venezuela.,0
"""In Venezuela, the city of Ta'if is located.""",0,The city of Ta'if is in Venezuela.,1
"""Ta'if is a city that can be found in Venezuela.""",0,The city of Ta'if is in Venezuela.,2
"""The location of the city of Ta'if is within Venezuela.""",0,The city of Ta'if is in Venezuela.,3
"""Venezuela is home to the city of Ta'if.""",0,The city of Ta'if is in Venezuela.,4
The city of Baghdad is in Iraq.,1,The city of Baghdad is in Iraq.,0
Baghdad is located in Iraq.,1,The city of Baghdad is in Iraq.,1
"In Iraq, you can find the city of Baghdad.",1,The city of Baghdad is in Iraq.,2
The city known as Baghdad is situated in Iraq.,1,The city of Baghdad is in Iraq.,3
Iraq is home to the city of Baghdad.,1,The city of Baghdad is in Iraq.,4
The city of Baghdad is in China.,0,The city of Baghdad is in China.,0
Baghdad is a city located in China.,0,The city of Baghdad is in China.,1
"In China, there is a city known as Baghdad.",0,The city of Baghdad is in China.,2
The city known as Baghdad is situated in China.,0,The city of Baghdad is in China.,3
China is home to the city of Baghdad.,0,The city of Baghdad is in China.,4
The city of Krakow is in Poland.,1,The city of Krakow is in Poland.,0
Krakow is located in Poland.,1,The city of Krakow is in Poland.,1
"In Poland, you can find the city of Krakow.",1,The city of Krakow is in Poland.,2
The city known as Krakow is situated in Poland.,1,The city of Krakow is in Poland.,3
Poland is home to the city of Krakow.,1,The city of Krakow is in Poland.,4
The city of Krakow is in South Korea.,0,The city of Krakow is in South Korea.,0
Krakow is located in South Korea.,0,The city of Krakow is in South Korea.,1
"In South Korea, you can find the city of Krakow.",0,The city of Krakow is in South Korea.,2
The city known as Krakow is situated in South Korea.,0,The city of Krakow is in South Korea.,3
South Korea is home to the city of Krakow.,0,The city of Krakow is in South Korea.,4
The city of Tolyatti is in Russia.,1,The city of Tolyatti is in Russia.,0
Tolyatti is a city located in Russia.,1,The city of Tolyatti is in Russia.,1
"In Russia, you can find the city of Tolyatti.",1,The city of Tolyatti is in Russia.,2
The city known as Tolyatti is situated in Russia.,1,The city of Tolyatti is in Russia.,3
Located in Russia is the city of Tolyatti.,1,The city of Tolyatti is in Russia.,4
The city of Tolyatti is in Ghana.,0,The city of Tolyatti is in Ghana.,0
Tolyatti is a city located in Ghana.,0,The city of Tolyatti is in Ghana.,1
"In Ghana, there is a city named Tolyatti.",0,The city of Tolyatti is in Ghana.,2
The city known as Tolyatti can be found in Ghana.,0,The city of Tolyatti is in Ghana.,3
"Located in Ghana, the city of Tolyatti exists.",0,The city of Tolyatti is in Ghana.,4
The city of Tucson is in the United States.,1,The city of Tucson is in the United States.,0
Tucson is located in the United States.,1,The city of Tucson is in the United States.,1
"In the United States, you can find the city of Tucson.",1,The city of Tucson is in the United States.,2
The United States is home to the city of Tucson.,1,The city of Tucson is in the United States.,3
Within the United States lies the city of Tucson.,1,The city of Tucson is in the United States.,4
The city of Tucson is in Canada.,0,The city of Tucson is in Canada.,0
Tucson is located in Canada.,0,The city of Tucson is in Canada.,1
"In Canada, you can find the city of Tucson.",0,The city of Tucson is in Canada.,2
The city known as Tucson is situated in Canada.,0,The city of Tucson is in Canada.,3
Canada is home to the city of Tucson.,0,The city of Tucson is in Canada.,4
The city of Shihezi is in China.,1,The city of Shihezi is in China.,0
Shihezi is a city located in China.,1,The city of Shihezi is in China.,1
"In China, there is a city named Shihezi.",1,The city of Shihezi is in China.,2
The location of the city of Shihezi is in China.,1,The city of Shihezi is in China.,3
"Shihezi, which is a city, can be found in China.",1,The city of Shihezi is in China.,4
The city of Shihezi is in Russia.,0,The city of Shihezi is in Russia.,0
"""Shihezi is a city located in Russia.""",0,The city of Shihezi is in Russia.,1
"""In Russia, there is a city named Shihezi.""",0,The city of Shihezi is in Russia.,2
"""The location of the city of Shihezi is in Russia.""",0,The city of Shihezi is in Russia.,3
"""Russia is where the city of Shihezi can be found.""",0,The city of Shihezi is in Russia.,4
The city of Chuzhou is in China.,1,The city of Chuzhou is in China.,0
Chuzhou is a city located in China.,1,The city of Chuzhou is in China.,1
"In China, there is a city named Chuzhou.",1,The city of Chuzhou is in China.,2
The city known as Chuzhou can be found in China.,1,The city of Chuzhou is in China.,3
"Chuzhou, which is a city, is situated in China.",1,The city of Chuzhou is in China.,4
The city of Chuzhou is in India.,0,The city of Chuzhou is in India.,0
Chuzhou is a city located in India.,0,The city of Chuzhou is in India.,1
"In India, there is a city named Chuzhou.",0,The city of Chuzhou is in India.,2
The location of the city Chuzhou is India.,0,The city of Chuzhou is in India.,3
India is where the city of Chuzhou can be found.,0,The city of Chuzhou is in India.,4
The city of Puente Alto is in Chile.,1,The city of Puente Alto is in Chile.,0
"Puente Alto, a city in Chile, is located there.",1,The city of Puente Alto is in Chile.,1
"In Chile, one can find the city of Puente Alto.",1,The city of Puente Alto is in Chile.,2
The location of the city known as Puente Alto is in Chile.,1,The city of Puente Alto is in Chile.,3
Located in Chile is the city called Puente Alto.,1,The city of Puente Alto is in Chile.,4
The city of Puente Alto is in China.,0,The city of Puente Alto is in China.,0
Puente Alto is located in China.,0,The city of Puente Alto is in China.,1
"In China, the city of Puente Alto can be found.",0,The city of Puente Alto is in China.,2
The city known as Puente Alto exists in China.,0,The city of Puente Alto is in China.,3
"In China, you will find the city of Puente Alto.",0,The city of Puente Alto is in China.,4
The city of Zhumadian is in China.,1,The city of Zhumadian is in China.,0
"Zhumadian, a city, is located in China.",1,The city of Zhumadian is in China.,1
"In China, there is a city named Zhumadian.",1,The city of Zhumadian is in China.,2
The location of Zhumadian is in China.,1,The city of Zhumadian is in China.,3
Zhumadian is situated in China.,1,The city of Zhumadian is in China.,4
The city of Zhumadian is in Brazil.,0,The city of Zhumadian is in Brazil.,0
Zhumadian is a city located in Brazil.,0,The city of Zhumadian is in Brazil.,1
"In Brazil, there is a city named Zhumadian.",0,The city of Zhumadian is in Brazil.,2
The Brazilian city of Zhumadian exists.,0,The city of Zhumadian is in Brazil.,3
"Located in Brazil, the city of Zhumadian can be found.",0,The city of Zhumadian is in Brazil.,4
The city of Weihai is in China.,1,The city of Weihai is in China.,0
Weihai is a city located in China.,1,The city of Weihai is in China.,1
"In China, there exists a city named Weihai.",1,The city of Weihai is in China.,2
